year,album,song,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,,duration_ms,time_signature
1968,The Beatles (white album),Julia,0.512,0.0953,2,-16.082,1,3.04E-02,0.828,0.000268,0.117,0.193,134.706,https://open.spotify.com/track/5FnpXVgDOk2sLT58qM22Of,176667,4
1964,Beatles for Sale,"Kansas City/Hey, Hey, Hey, Hey",0.588,0.724,7,-6.63,1,3.35E-02,0.614,0.0000892,0.877,0.924,131.36,https://open.spotify.com/track/5xf0zdP4KCfshyVn02D3Ea,158147,4
1970,Let It Be,Let It Be,0.443,0.403,0,-8.339,1,3.22E-02,0.631,0,0.111,0.41,143.462,https://open.spotify.com/track/7iN1s7xHE4ifF5povM6A48,243027,4
1963,With The Beatles,Little Child,0.526,0.858,9,-8.533,1,4.76E-02,0.292,0.001,0.353,0.886,75.596,https://open.spotify.com/track/0KogQrSowDnZoU8GSpaxkj,106400,4
1968,The Beatles (white album),"Long, Long, Long",0.349,0.129,5,-15.883,1,0.0294,0.539,0.405,0.192,0.163,104.837,https://open.spotify.com/track/40d2EcaOOCUjDzzo2YvUWn,186307,3
1963,Please Please Me,Love Me Do,0.52,0.829,0,-6.228,1,0.0806,0.386,0.000062,0.227,0.744,147.997,https://open.spotify.com/track/3VbGCXWRiouAq8VyMYN2MI,141693,4
1966,Revolver,Love You To,0.391,0.593,5,-8.999,1,0.0413,0.7,0.000249,0.0829,0.707,123.986,https://open.spotify.com/track/4RdJFhfLQcezwN5LsXl4qP,179827,4
1967,Sgt. Pepper's Lonely Hearts Club Band,Lovely Rita,0.61,0.471,8,-9.151,0,0.0261,0.0634,0,0.118,0.63,87.379,https://open.spotify.com/track/6h9W5FxX4E9lUFsyq8j1AD,162093,4
1967,Sgt. Pepper's Lonely Hearts Club Band,Lucy in the Sky with Diamonds,0.311,0.325,2,-9.042,1,2.83E-02,0.0469,0,0.139,0.668,65.09,https://open.spotify.com/track/25yQPHgC35WNnnOUqFhgVR,208467,1
1970,Let It Be,Maggie Mae,0.516,0.515,2,-12.035,0,2.15E-01,0.379,0,0.103,0.524,169.039,https://open.spotify.com/track/2VsX1BoWSGiuVXGiFSUr6h,40040,4
1967,Magical Mystery Tour,Magical Mystery Tour,0.297,0.613,9,-9.065,1,0.0931,0.0385,0.0000398,0.0734,0.338,170.962,https://open.spotify.com/track/0qHMhBZqYb99yhX9BHcIkV,170107,4
1969,Yellow Submarine,march of the meanies,0.538,0.378,9,-14.117,0,3.87E-02,0.934,0.758,0.456,0.16,117.185,https://open.spotify.com/track/7zJKIrxcH2jY4TOqpvoLvH,139360,4
1968,The Beatles (white album),Martha My Dear,0.472,0.292,10,-11.591,1,0.0321,0.872,0.0007,0.128,0.824,177.624,https://open.spotify.com/track/1swmf4hFMJYRNA8Rq9PVaW,148573,4
1969,Abbey Road,Maxwell's Silver Hammer,0.764,0.426,2,-11.045,1,0.0405,0.629,0.000119,0.132,0.726,131.12,https://open.spotify.com/track/2S8xyNRJX1XQdo3qnTuovI,207920,4
1969,Abbey Road,Mean Mr. Mustard,0.676,0.596,4,-9.107,1,0.0272,0.0699,0.0000196,0.351,0.97,100.687,https://open.spotify.com/track/4JOyMhad5dD81uGYLGgKrS,66533,4
1965,Rubber Soul,Michelle,0.578,0.29,5,-12.501,0,3.41E-02,0.652,0,0.105,0.666,117.403,https://open.spotify.com/track/5By7Pzgl6TMuVJG168VWzS,162373,4
1963,Please Please Me,Misery,0.591,0.605,0,-10.925,1,0.0413,0.707,0,0.309,0.882,133.348,https://open.spotify.com/track/40qXGg5nRbcWzcFb26KWkQ,108547,4
1963,With The Beatles,Money (That's What I Want),0.545,0.853,11,-8.369,0,0.0394,0.425,0,0.266,0.923,128.816,https://open.spotify.com/track/3zw4FTrVNfy2teEkV9FOvh,169507,1
1968,The Beatles (white album),Mother Nature's Son,0.608,0.178,2,-17.109,1,0.0264,0.634,0.352,0.166,0.401,84.78,https://open.spotify.com/track/6TjUg1cTUzWHbal6yQAi7c,168027,4
1964,Beatles for Sale,Mr. Moonlight,0.631,0.424,6,-9.106,1,0.0438,0.796,0.000143,0.118,0.589,126.127,https://open.spotify.com/track/6pPOkr2OxhQ6htrzOiDmq9,158627,5
1964,Beatles for Sale,No Reply,0.718,0.593,0,-9.976,1,0.0377,0.67,0,0.172,0.869,124.251,https://open.spotify.com/track/4ltC6PrqkTtpcRNi5lvS4z,136067,4
1965,Rubber Soul,Norwegian Wood (This Bird Has Flown),0.425,0.369,4,-11.876,1,0.0379,0.183,0.00126,0.112,0.65,176.625,https://open.spotify.com/track/1H7gMYGykdtwZOV6s1N0by,124693,3
1963,With The Beatles,Not a Second Time,0.471,0.817,7,-9.999,1,0.0372,0.213,0,0.498,0.961,124.848,https://open.spotify.com/track/5vl0sRtrQM1BTSAxQZFqEN,126827,4
1965,Rubber Soul,Nowhere Man,0.534,0.624,4,-9.589,1,4.62E-02,0.00797,0,0.128,0.687,121.402,https://open.spotify.com/track/5SUlhldQJtOhUr2GzH5RI7,163693,4
1968,The Beatles (white album),"Ob-La-Di, Ob-La-Da",0.818,0.728,10,-8.331,1,0.0314,0.232,0.0642,0.251,0.975,113.059,https://open.spotify.com/track/1gFNm7cXfG1vSMcxPpSxec,188960,4
1969,Abbey Road,Octopus's Garden,0.626,0.512,1,-9.15,0,0.0247,0.155,0.0000465,0.215,0.73,92.225,https://open.spotify.com/track/0suLngfo7rJoetk7Ub6N8l,170720,4
1969,Abbey Road,Oh! Darling,0.422,0.656,4,-8.412,1,0.0397,0.0126,0.0279,0.268,0.549,173.93,https://open.spotify.com/track/2mxByJWOajjiVsLWjNXvDJ,207240,3
1970,Let It Be,One After 909,0.554,0.828,4,-6.435,1,0.0739,0.0307,0,0.907,0.888,90.95,https://open.spotify.com/track/50qHmeex1nPTyQTwBXjSE4,173960,4
1969,Yellow Submarine,Only a Northern Song,0.175,0.731,9,-8.341,1,7.05E-02,0.000341,0.000751,0.0846,0.801,"209.242,",https://open.spotify.com/track/4phXWLTSlC1BEogSWhJMDD,204493,4
1963,Please Please Me,P.S. I Love You,0.635,0.656,2,-8.5,1,0.0291,0.389,0.00127,0.0828,0.77,134.435,https://open.spotify.com/track/7Msq9qojB7yORuJvz49iUy,124360,4
1967,Magical Mystery Tour,Penny Lane,0.651,0.488,9,-8.22,1,0.0316,0.212,0.026,0.136,0.49,113.038,https://open.spotify.com/track/1h04XMpzGzmAudoI6VHBgA,180893,4
1969,Yellow Submarine,pepperland,0.354,0.281,7,-12.434,1,0.032,0.661,0.763,0.243,0.367,113.126,https://open.spotify.com/track/1y8kq7M3tBw4zAttsZMya8,140733,4
1969,Yellow Submarine,pepperland laid waste,0.269,0.0902,8,-23.018,0,0.042,0.877,0.821,0.302,0.0462,82.423,https://open.spotify.com/track/0rHHNFcUgB0zlzCk4MVluw,132773,4
1968,The Beatles (white album),Piggies,0.542,0.445,8,-9.105,1,0.0303,0.643,0,0.516,0.52,93.245,https://open.spotify.com/track/4ZmjfLdJXbqjAENqk7eWSE,124267,4
1963,With The Beatles,Please Mr. Postman,0.552,0.644,9,-9.129,1,0.0372,0.675,0,0.36,0.961,122.546,https://open.spotify.com/track/6wfK1R6FoLpmUA9lk5ll4T,154160,4
1963,Please Please Me,Please Please Me,0.527,0.48,4,-9.61,1,0.028,0.334,0,0.0702,0.706,139.388,https://open.spotify.com/track/6EHuOufBeL6vk3TvVJB5qo,120853,4
1969,Abbey Road,Polythene Pam,0.474,0.939,11,-8.884,0,0.199,0.00472,0.674,0.19,0.499,166.829,https://open.spotify.com/track/1FTCA6wQwulQFokDddKE68,72640,4
1968,The Beatles (white album),Revolution 1,0.386,0.626,9,-9.451,1,3.77E-02,0.0785,0.00164,0.621,0.695,98.425,https://open.spotify.com/track/1aOzDhi5a1RWWRy5dmYA8I,255707,4
1968,The Beatles (white album),Revolution 9,0.208,0.615,2,-15.297,0,0.342,0.769,0.118,0.824,0.101,91.158,https://open.spotify.com/track/5dZ8PeKKZJLIQAWNTdp8WX,502013,4
1964,Beatles for Sale,Rock and Roll Music,0.457,0.917,9,-6.213,1,4.41E-02,0.566,0,0.333,0.965,167.092,https://open.spotify.com/track/7Ho3T7ERfooiAfvODaMQ2N,151280,4
1968,The Beatles (white album),Rocky Raccoon,0.599,0.363,7,-11.728,1,0.0315,0.333,0,0.243,0.648,79.456,https://open.spotify.com/track/1ITQbrueGLl581a25XXm9c,213107,4
1963,With The Beatles,Roll Over Beethoven,0.351,0.749,2,-9.435,2,0.0312,0.289,0,0.0952,0.967,160.673,https://open.spotify.com/track/3idqWaBn3mRdsIodCU6uBi,165467,4
1965,Rubber Soul,Run for Your Life,0.563,0.705,2,-9.232,1,0.103,0.0103,0,0.0552,0.822,176.732,https://open.spotify.com/track/4gUYV3ktbaOeAK5KrXMWV5,141093,4
1968,The Beatles (white album),Savoy Truffle,0.623,0.544,11,-11.043,0,5.36E-02,0.00814,0.309,0.134,0.793,120.761,https://open.spotify.com/track/5iyCSUM7zzficwaGo8GIoc,174467,4
1969,Yellow Submarine,sea of holes,0.249,0.0994,6,-19.266,0,0.04,0.959,0.926,0.454,0.0357,118.99,https://open.spotify.com/track/6n42oei7aEx2I0dcluKAGx,136693,3
1969,Yellow Submarine,sea of monsters,0.253,0.166,9,-16.624,1,0.0346,0.945,0.862,0.135,0.0489,83.971,https://open.spotify.com/track/30u8QyT0kBSYO5RcZmaLl3,216693,3
1969,Yellow Submarine,sea of time,0.237,0.096,2,-20.629,0,0.0387,0.971,0.0961,0.203,0.0629,128.054,https://open.spotify.com/track/6FvhNdlAom6yYHa8ekAaAM,180213,4
1968,The Beatles (white album),Sexy Sadie,0.577,0.624,0,-9.626,1,0.0285,0.33,0.00622,0.117,0.671,75.478,https://open.spotify.com/track/2tBv9tAdqEbLNDi5smSjbg,195267,4
1967,Sgt. Pepper's Lonely Hearts Club Band,Sgt. Pepper's Lonely Hearts Club Band,0.653,0.889,1,-8.006,1,0.0453,0.0061,0.589,0.892,0.879,118.773,https://open.spotify.com/track/42ocGQCOT0xYtV3f5kJDsD,79067,4
1967,Sgt. Pepper's Lonely Hearts Club Band,Sgt. Pepper's Lonely Hearts Club Band (Reprise),0.451,0.673,7,-9.115,1,0.0734,0.0857,0.00225,0.797,0.583,95.513,https://open.spotify.com/track/4fUKE8EULjQdHF4zb0M8FO,122893,4
1969,Abbey Road,She Came in Through the Bathroom Window,0.53,0.72,2,-8.793,1,0.0338,0.00376,0.0000338,0.314,0.69,80.652,https://open.spotify.com/track/2jtUGFsqanQ82zqDlhiKIp,118627,4
1966,Revolver,She Said She Said,0.329,0.678,3,-7.878,1,0.0344,0.103,0.168,0.843,0.672,106.476,https://open.spotify.com/track/3VSuWxZM6x6V3ig5nYtikL,156040,4
1967,Sgt. Pepper's Lonely Hearts Club Band,She's Leaving Home,0.381,0.214,4,-11.629,1,0.0337,0.944,0,0.106,0.393,127.581,https://open.spotify.com/track/3PjMtNzwhDHqxoKudm6GvF,215160,3
1969,Abbey Road,Something,0.396,0.338,0,-10.872,1,0.0304,0.198,0.00000262,0.138,0.377,133.522,https://open.spotify.com/track/0pNeVovbiZHkulpGeOx1Gj,182293,4
1967,Magical Mystery Tour,Strawberry Fields Forever,0.39,0.502,10,-12.277,1,0.178,0.336,0.000138,0.0713,0.289,97.871,https://open.spotify.com/track/3Am0IbOxmvlSXro7N5iSfZ,247320,4
1969,Abbey Road,Sun King,0.483,0.177,2,-17.629,1,2.77E-02,0.284,0.499,0.116,0.192,74.994,https://open.spotify.com/track/4nwKdZID1ht0lDBJ5h2p87,146267,4
1963,Please Please Me,Taste of Honey,0.42,0.372,1,-11.416,0,0.0327,0.698,0,0.104,0.412,101.408,https://open.spotify.com/track/7fh53ta3vAOGJMQ4i5tCHe,123480,3
1966,Revolver,Taxman,0.469,0.596,7,-8.348,1,0.0749,0.0101,0,0.321,0.783,133.586,https://open.spotify.com/track/4BRkPBUxOYffM2QXVlq7aC,158853,4
1965,Help!,Tell Me What You See,0.592,0.796,7,-8.125,1,0.0429,0.061,0,0.131,0.7,136.675,https://open.spotify.com/track/2jnr9KaaMAmvk0zMcM9UzV,157987,4
1964,A Hard Day's Night,Tell Me Why,0.267,0.688,11,-6.309,0,3.88E-02,0.586,0,0.307,0.797,150.942,https://open.spotify.com/track/0Wzp5pWPoX0YoBg002HXL9,128693,3
1968,The Beatles (white album),The Continuing Story of Bungalow Bill,0.621,0.459,0,-10.414,1,0.104,0.224,0,0.656,0.648,114.816,https://open.spotify.com/track/5Z3Rd1fMcaty8g5Pn7yhBQ,194160,4
1969,Abbey Road,The End,0.647,0.487,11,-10.119,0,0.0689,0.00101,0.285,0.138,0.222,123.444,https://open.spotify.com/track/5aHHf6jrqDRb1fcBmue2kn,141613,1
1967,Magical Mystery Tour,The Fool on the Hill,0.365,0.26,4,-10.577,0,3.14E-02,0.913,0.0000021,0.105,0.49,144.184,https://open.spotify.com/track/6rHh8urosEFRI67xVa6fzU,179107,4
1970,Let It Be,The Long and Winding Road,0.299,0.329,3,-10.096,1,2.79E-02,0.756,0.0105,0.0559,0.392,132.282,https://open.spotify.com/track/3mlMpmY8oZIBFc39D9zLbh,218187,4
1965,Help!,The Night Before,0.461,0.762,2,-6.727,1,0.0379,0.0537,0,0.238,0.632,84.496,https://open.spotify.com/track/5xcfepnz1v7a83T8An9gjw,154933,4
1965,Rubber Soul,The Word,0.59,0.641,0,-9.687,1,0.0416,0.00682,0,0.0553,0.792,120.773,https://open.spotify.com/track/4GBaPHvAyj4V2jeobD9tsy,163107,4
1963,Please Please Me,There's a Place,0.455,0.582,4,-10.009,1,0.0292,0.629,0.00000422,0.172,0.927,140.928,https://open.spotify.com/track/4dessGxnKXmTbHPhVgqODq,110493,4
1964,A Hard Day's Night,Things We Said Today,0.551,0.575,2,-8.208,0,0.0332,0.239,0,0.112,0.516,137.054,https://open.spotify.com/track/0voUr8lubIafUVJlauJxYF,155333,4
1965,Rubber Soul,Think for Yourself,0.529,0.567,0,-9.796,1,0.0282,0.0124,0,0.0729,0.799,130.544,https://open.spotify.com/track/64bKVrkaXQAKx04dLHqCNz,138520,4
1965,Help!,Ticket to Ride,0.519,0.85,9,-6.777,1,0.0678,0.0457,0,0.233,0.749,123.419,https://open.spotify.com/track/7CZiDzGVjUssMSOXrDNYHL,189680,4
1963,With The Beatles,Till There Was You,0.727,0.338,5,-13.887,1,0.0454,0.79,0,0.105,0.646,122.421,https://open.spotify.com/track/0ESIjVxnDnCDaTPo6sStHm,133507,4
1966,Revolver,Tomorrow Never Knows,0.38,0.829,5,-6.105,1,0.0405,0.000084,0.00208,0.342,0.0534,125.887,https://open.spotify.com/track/00oZhqZIQfL9P5CjOP6JsO,179547,4
1963,Please Please Me,Twist and Shout,0.482,0.849,2,-9.198,1,0.0452,0.641,0.00000774,0.0414,0.937,124.631,https://open.spotify.com/track/5ZBeML7Lf3FMEVviTyvi8l,155227,4
1970,Let It Be,Two of Us,0.726,0.702,7,-10.757,1,3.20E-02,0.0974,0.0000346,0.239,0.931,109.114,https://open.spotify.com/track/0CaBBQsaAiRHhiLmzi7ZRp,216813,4
1965,Rubber Soul,Wait,0.552,0.487,6,-10.574,0,0.04,0.0175,0,0.105,0.657,127.201,https://open.spotify.com/track/0CGbof9amBnsNlRhZ8IY2H,134720,4
1965,Rubber Soul,what goes on,0.67,0.776,4,-10.035,1,0.0749,0.0168,0.00000301,0.0732,0.765,96.93,https://open.spotify.com/track/19QXdPRZFHI5kNK3tN8Mh7,168573,4
1964,Beatles for Sale,What Goes On,0.695,0.53,2,-8.309,1,4.03E-02,0.301,0.000002,0.0583,0.825,129.506,https://open.spotify.com/track/6C6y4OWK1Ki3FVF1TIonxW,150040,4
1964,A Hard Day's Night,What You're Doing,0.568,0.793,9,-6.201,0,0.0482,0.384,0,0.388,0.64,125.375,https://open.spotify.com/track/4oLQ0imA5IDtNUnhFKY87q,136640,4
1967,Sgt. Pepper's Lonely Hearts Club Band,When I'm Sixty-Four,0.704,0.241,1,-13.258,1,0.0476,0.625,0.000028,0.0868,0.661,140.411,https://open.spotify.com/track/1NrbnHlR2BFREcyWXHIHip,157667,4
1968,The Beatles (white album),While My Guitar Gently Weeps,0.453,0.654,4,-8.855,0,0.0317,0.0205,0.00395,0.172,0.702,115,https://open.spotify.com/track/389QX9Q1eUOEZ19vtzzI9O,285000,4
1968,The Beatles (white album),Why Don't We Do It in the Road?,0.589,0.522,2,-8.718,1,0.0521,0.53,0.000243,0.0993,0.957,187.688,https://open.spotify.com/track/4eLIq1nQNwz2qLu8DeiWIp,101160,4
1968,The Beatles (white album),Wild Honey Pie,0.792,0.763,2,-11.185,1,0.0506,0.425,0.627,0.789,0.152,89.9,https://open.spotify.com/track/6j67aNAPeQ31uw4qw4rpLa,52973,4
1967,Sgt. Pepper's Lonely Hearts Club Band,With a Little Help from My Friends,0.705,0.515,4,-9.343,1,0.0337,0.365,0,0.389,0.803,112.035,https://open.spotify.com/track/2RnPATK99oGOZygnD2GTO6,164107,4
1967,Sgt. Pepper's Lonely Hearts Club Band,Within You Without You,0.352,0.479,6,-9.965,1,0.0338,0.339,0.000353,0.486,0.354,126.166,https://open.spotify.com/track/3Umg8CDhO8dOSj7yBTInYb,304667,4
1964,Beatles for Sale,Words of Love,0.551,0.533,9,-9.8,1,2.97E-02,0.323,0.722,0.173,0.85,122.358,https://open.spotify.com/track/42qkSeX6HNJYHxlk6cWoFe,124320,4
1966,Revolver,Yellow Submarine,0.604,0.549,1,-9.873,1,3.89E-02,0.531,0,0.438,0.696,111.398,https://open.spotify.com/track/50xwQXPtfNZFKFeZ0XePWc,158880,4
1969,Yellow Submarine,yellow submarine in pepperland,0.406,0.219,7,-13.155,1,0.0359,0.808,0.599,0.15,0.271,105.345,https://open.spotify.com/track/7ExawMDcRz2lMgNEjjYzdr,134027,4
1968,The Beatles (white album),Yer Blues,0.327,0.525,9,-10.272,1,0.0475,0.000875,0.259,0.133,0.435,151.766,https://open.spotify.com/track/2AsGApoUuN8pTM17Lq9eUd,240453,3
1965,Help!,Yesterday,0.332,0.179,5,-11.83,1,0.0326,0.879,0,0.0886,0.315,96.529,https://open.spotify.com/track/3BQHpFgAp4l80e1XslIjNI,125667,4
1965,Help!,You Can't Do That,0.555,0.57,7,-7.869,1,0.0302,0.415,0,0.191,0.899,88.316,https://open.spotify.com/track/0y1LLH0NiwOD5tM3aNMXTr,156867,4
1969,Abbey Road,You Never Give Me Your Money,0.335,0.416,0,-11.051,1,3.48E-02,0.345,0.136,0.116,0.223,174.464,https://open.spotify.com/track/1jOLTO379yIu9aMnCkpMQl,242973,3
1963,With The Beatles,You Really Got A Hold On Me,0.373,0.388,9,-9.31,1,0.0337,0.525,0,0.267,0.687,77.643,https://open.spotify.com/track/7rgUYidQh5tH0YlXCoKaYJ,181347,4
1965,Rubber Soul,You Won't See Me,0.488,0.539,9,-8.752,1,0.0304,0.136,0,0.0538,0.473,115.941,https://open.spotify.com/track/4LLBKnNCrSRrSjSTuiwjE9,199960,4
1965,Help!,You've Got to Hide Your Love Away,0.398,0.392,7,-9.05,1,0.0282,0.207,0,0.102,0.378,184.267,https://open.spotify.com/track/4F1AgKpuFRMLEgtPETVwZk,129120,3
1967,Magical Mystery Tour,Your Mother Should Know,0.698,0.293,0,-11.361,1,0.0332,0.784,0.0106,0.0936,0.724,117.613,https://open.spotify.com/track/1dxbAIfCASqv6jix2R1Taj,148413,4

1965,Help!,You're Going to Lose That Girl,0.533,0.66,4,-7.694,1,0.0337,0.346,0,0.26,0.818,131.975,https://open.spotify.com/track/70HNt0eoBVqr4ss68U8x3B,138667,4
